llama-3.1-8b-instant,1.0
llama-3.1-8b-instant,1.0
llama-3.1-8b-instant,0.0
llama-3.1-8b-instant,1.0
llama-3.1-8b-instant,0.0
llama-3.1-8b-instant,1.0
llama-3.1-8b-instant,0.0
llama-3.1-8b-instant,1.0
llama-3.1-8b-instant,1.0
llama-3.1-8b-instant,1.0
llama-3.1-8b-instant,0.0
llama-3.1-8b-instant,1.0
llama-3.1-8b-instant,1.0
llama-3.1-8b-instant,0.0
llama-3.1-8b-instant,1.0
llama-3.1-8b-instant,1.0
llama-3.1-8b-instant,0.0
llama-3.1-8b-instant,1.0
llama-3.1-8b-instant,1.0
llama-3.1-8b-instant,1.0
llama-3.1-8b-instant,0.0
llama-3.1-8b-instant,0.0
llama-3.1-8b-instant,0.0
llama-3.1-8b-instant,0.0
llama-3.1-8b-instant,0.0
llama-3.1-8b-instant,0.0
llama-3.1-8b-instant,1.0
llama-3.1-8b-instant,0.0
llama-3.1-8b-instant,0.0
llama-3.1-8b-instant,0.0
